captured_utc,player,market,side,line,odds
2026-06-24T19:20:04+00:00,natasha howard,pr,Under,22.5,1.73
2026-06-24T19:20:04+00:00,natasha howard,reb,Over,6.5,1.65
2026-06-24T19:20:04+00:00,natasha howard,reb,Under,6.5,2.1
2026-06-24T19:20:04+00:00,natasha howard,ast,Over,2.5,1.558
2026-06-24T19:20:04+00:00,natasha howard,ast,Under,2.5,2.116
2026-06-24T19:20:04+00:00,natasha howard,pra,Over,25.5,2.0
2026-06-24T19:20:04+00:00,natasha howard,pra,Under,25.5,1.8
2026-06-24T19:20:04+00:00,michaela onyenwere,pts,Over,9.5,1.75
2026-06-24T19:20:04+00:00,michaela onyenwere,pts,Under,9.5,1.95
2026-06-24T19:20:04+00:00,michaela onyenwere,reb,Over,2.5,1.72
2026-06-24T19:20:04+00:00,michaela onyenwere,reb,Under,2.5,2.0
2026-06-24T19:20:04+00:00,sonia citron,pts,Over,15.5,1.83
2026-06-24T19:20:04+00:00,sonia citron,pts,Under,15.5,1.87
2026-06-24T19:20:04+00:00,sonia citron,pr,Over,18.5,1.73
2026-06-24T19:20:04+00:00,sonia citron,pr,Under,18.5,2.0
2026-06-24T19:20:04+00:00,sonia citron,pa,Over,18.5,1.73
2026-06-24T19:20:04+00:00,sonia citron,ra,Over,6.5,1.83
2026-06-24T19:20:04+00:00,sonia citron,ra,Under,6.5,1.83
2026-06-24T19:20:04+00:00,sonia citron,reb,Over,3.5,2.1
2026-06-24T19:20:04+00:00,sonia citron,reb,Under,3.5,1.65
2026-06-24T19:20:04+00:00,sonia citron,ast,Over,3.5,2.162
2026-06-24T19:20:04+00:00,sonia citron,ast,Under,3.5,1.53
2026-06-24T19:20:04+00:00,lauren betts,pts,Over,5.5,1.63
2026-06-24T19:20:04+00:00,lauren betts,pts,Under,5.5,2.15
2026-06-24T19:20:04+00:00,shakira austin,pts,Over,12.5,1.9
2026-06-24T19:20:04+00:00,shakira austin,pr,Over,19.5,1.91
2026-06-24T19:20:04+00:00,shakira austin,pr,Under,19.5,1.8
2026-06-24T19:20:04+00:00,shakira austin,ra,Over,9.5,1.73
2026-06-24T19:20:04+00:00,shakira austin,ra,Under,9.5,2.0
2026-06-24T19:20:04+00:00,shakira austin,reb,Over,7.5,2.1
2026-06-24T19:20:04+00:00,shakira austin,reb,Under,7.5,1.65
2026-06-24T19:20:04+00:00,nia coffey,pts,Over,8.5,1.95
2026-06-24T19:20:04+00:00,nia coffey,pts,Under,8.5,1.75
2026-06-24T19:20:04+00:00,nia coffey,pr,Over,14.5,1.83
2026-06-24T19:20:04+00:00,nia coffey,pr,Under,14.5,1.83
2026-06-24T19:20:04+00:00,nia coffey,ra,Over,8.5,2.1
2026-06-24T19:20:04+00:00,nia coffey,ra,Under,8.5,1.67
2026-06-24T19:20:04+00:00,nia coffey,reb,Over,5.5,1.72
2026-06-24T19:20:04+00:00,nia coffey,reb,Under,5.5,2.0
2026-06-24T19:20:04+00:00,nia coffey,pra,Over,16.5,1.73
2026-06-24T19:20:04+00:00,nia coffey,pra,Under,16.5,2.0
2026-06-24T19:20:04+00:00,olivia miles,pts,Over,18.5,1.8
2026-06-24T19:20:04+00:00,olivia miles,pts,Under,18.5,1.9
2026-06-24T19:20:04+00:00,olivia miles,pr,Over,22.5,1.73
2026-06-24T19:20:04+00:00,olivia miles,pr,Under,22.5,2.0
2026-06-24T19:20:04+00:00,olivia miles,ra,Over,9.5,1.73
2026-06-24T19:20:04+00:00,olivia miles,ra,Under,9.5,2.0
2026-06-24T19:20:04+00:00,olivia miles,ast,Over,5.5,1.67
2026-06-24T19:20:04+00:00,olivia miles,ast,Under,5.5,1.93
2026-06-24T19:20:04+00:00,olivia miles,pra,Over,28.5,1.83
2026-06-24T19:20:04+00:00,olivia miles,pra,Under,28.5,1.83
2026-06-24T19:20:04+00:00,kiki iriafen,pts,Over,14.5,1.85
2026-06-24T19:20:04+00:00,kiki iriafen,pts,Under,14.5,1.85
2026-06-24T19:20:04+00:00,kiki iriafen,pr,Over,21.5,1.73
2026-06-24T19:20:04+00:00,kiki iriafen,pr,Under,21.5,2.0
2026-06-24T19:20:04+00:00,kiki iriafen,ra,Over,9.5,2.1
2026-06-24T19:20:04+00:00,kiki iriafen,ra,Under,9.5,1.67
2026-06-24T19:20:04+00:00,kiki iriafen,reb,Over,7.5,1.72
2026-06-24T19:20:04+00:00,kiki iriafen,reb,Under,7.5,2.0
2026-06-24T19:20:04+00:00,kiki iriafen,pra,Over,23.5,1.83
2026-06-24T19:20:04+00:00,kiki iriafen,pra,Under,23.5,1.83
2026-06-24T19:20:04+00:00,georgia amoore,ast,Over,4.5,2.209
2026-06-24T19:20:04+00:00,georgia amoore,ast,Under,4.5,1.511
2026-06-24T19:20:04+00:00,skylar diggins,pts,Over,14.5,1.8
2026-06-24T19:20:04+00:00,skylar diggins,pts,Under,14.5,1.9
2026-06-24T19:20:04+00:00,skylar diggins,pr,Over,17.5,1.73
2026-06-24T19:20:04+00:00,skylar diggins,pa,Over,20.5,1.73
2026-06-24T19:20:04+00:00,skylar diggins,pa,Under,20.5,2.0
2026-06-24T19:20:04+00:00,skylar diggins,ra,Over,8.5,2.0
2026-06-24T19:20:04+00:00,skylar diggins,ra,Under,8.5,1.73
2026-06-24T19:20:04+00:00,skylar diggins,ast,Over,5.5,1.93
2026-06-24T19:20:04+00:00,skylar diggins,ast,Under,5.5,1.67
2026-06-24T19:20:04+00:00,azura stevens,pts,Over,11.5,1.8
2026-06-24T19:20:04+00:00,azura stevens,pts,Under,11.5,1.9
2026-06-24T19:20:04+00:00,azura stevens,pr,Over,18.5,1.83
2026-06-24T19:20:04+00:00,azura stevens,pr,Under,18.5,1.83
2026-06-24T19:20:04+00:00,azura stevens,reb,Over,6.5,1.65
2026-06-24T19:20:04+00:00,azura stevens,reb,Under,6.5,2.1
2026-06-24T19:20:04+00:00,natasha cloud,pts,Over,8.5,1.85
2026-06-24T19:20:04+00:00,natasha cloud,pts,Under,8.5,1.85
2026-06-24T19:20:04+00:00,natasha cloud,ra,Over,7.5,1.83
2026-06-24T19:20:04+00:00,natasha cloud,ra,Under,7.5,1.83
2026-06-24T19:20:04+00:00,natasha cloud,reb,Over,3.5,2.1
2026-06-24T19:20:04+00:00,natasha cloud,reb,Under,3.5,1.65
2026-06-24T19:20:04+00:00,natasha cloud,ast,Over,4.5,2.116
2026-06-24T19:20:04+00:00,natasha cloud,ast,Under,4.5,1.558
2026-06-24T19:20:04+00:00,bridget carleton,pts,Over,13.5,2.0
2026-06-24T19:20:04+00:00,bridget carleton,pts,Under,13.5,1.73
2026-06-24T19:20:04+00:00,bridget carleton,pr,Under,16.5,1.73
2026-06-24T19:20:04+00:00,bridget carleton,reb,Over,3.5,2.16
2026-06-24T19:20:04+00:00,emily engstler,pts,Over,8.5,1.72
2026-06-24T19:20:04+00:00,emily engstler,pr,Over,14.5,1.91
2026-06-24T19:20:04+00:00,emily engstler,pr,Under,14.5,1.8
2026-06-24T19:20:04+00:00,carla leite,pts,Over,14.5,1.85
2026-06-24T19:20:04+00:00,carla leite,pts,Under,14.5,1.85
2026-06-24T19:20:04+00:00,carla leite,pa,Over,20.5,1.91
2026-06-24T19:20:04+00:00,carla leite,pa,Under,20.5,1.8
2026-06-24T19:20:04+00:00,carla leite,ast,Over,5.5,1.577
2026-06-24T19:20:04+00:00,carla leite,ast,Under,5.5,2.069
2026-06-24T19:20:04+00:00,megan gustafson,pts,Over,14.5,1.87
2026-06-24T19:20:04+00:00,megan gustafson,pts,Under,14.5,1.83
2026-06-24T19:20:04+00:00,megan gustafson,pr,Over,19.5,1.83
2026-06-24T19:20:04+00:00,megan gustafson,pr,Under,19.5,1.83
2026-06-24T19:20:04+00:00,megan gustafson,reb,Over,5.5,2.19
2026-06-24T19:20:04+00:00,sarah ashlee barker,pts,Over,11.5,1.8
2026-06-24T19:20:04+00:00,sarah ashlee barker,pts,Under,11.5,1.9
2026-06-24T19:20:04+00:00,sarah ashlee barker,pa,Over,14.5,1.83
2026-06-24T19:20:04+00:00,sarah ashlee barker,pa,Under,14.5,1.83
2026-06-24T19:20:04+00:00,sarah ashlee barker,ra,Over,7.5,1.8
2026-06-24T19:20:04+00:00,sarah ashlee barker,ra,Under,7.5,1.91
2026-06-24T19:20:04+00:00,sarah ashlee barker,reb,Over,4.5,1.72
2026-06-24T19:20:04+00:00,sarah ashlee barker,reb,Under,4.5,2.0
2026-06-24T19:20:04+00:00,sarah ashlee barker,ast,Over,2.5,1.577
2026-06-24T19:20:04+00:00,sarah ashlee barker,ast,Under,2.5,2.069
2026-06-24T19:20:04+00:00,gabriela jaquez,pts,Over,9.5,1.78
2026-06-24T19:20:04+00:00,gabriela jaquez,pts,Under,9.5,1.92
2026-06-24T19:20:04+00:00,gabriela jaquez,pr,Over,13.5,1.73
2026-06-24T19:20:04+00:00,gabriela jaquez,reb,Over,3.5,1.64
2026-06-24T19:20:04+00:00,gabriela jaquez,reb,Under,3.5,2.12
2026-06-24T19:20:04+00:00,kamilla cardoso,pr,Over,21.5,1.8
2026-06-24T19:20:04+00:00,kamilla cardoso,pr,Under,21.5,1.91
2026-06-24T19:20:04+00:00,kamilla cardoso,reb,Over,8.5,2.0
2026-06-24T19:20:04+00:00,kamilla cardoso,reb,Under,8.5,1.72
2026-06-24T19:20:04+00:00,kamilla cardoso,ast,Over,2.5,1.893
2026-06-24T19:20:04+00:00,kamilla cardoso,ast,Under,2.5,1.697
2026-06-24T19:20:04+00:00,kamilla cardoso,pra,Over,24.5,1.83
2026-06-24T19:20:04+00:00,kamilla cardoso,pra,Under,24.5,1.83
2026-06-24T19:20:04+00:00,cecilia zandalasini,pts,Over,8.5,1.85
2026-06-24T19:20:04+00:00,cecilia zandalasini,pts,Under,8.5,1.85
2026-06-24T19:20:04+00:00,cecilia zandalasini,pra,Under,12.5,1.8
2026-06-24T19:20:04+00:00,kayla thornton,pts,Over,7.5,1.7
2026-06-24T19:20:04+00:00,kayla thornton,pts,Under,7.5,2.02
2026-06-24T19:20:04+00:00,jordin canada,pts,Over,10.5,1.92
2026-06-24T19:20:04+00:00,jordin canada,pts,Under,10.5,1.78
2026-06-24T19:20:04+00:00,jordin canada,pa,Over,17.5,2.0
2026-06-24T19:20:04+00:00,jordin canada,pa,Under,17.5,1.8
2026-06-24T19:20:04+00:00,jordin canada,ra,Over,9.5,1.8
2026-06-24T19:20:04+00:00,jordin canada,ra,Under,9.5,1.91
2026-06-24T19:20:04+00:00,jordin canada,ast,Over,6.5,1.976
2026-06-24T19:20:04+00:00,jordin canada,ast,Under,6.5,1.642
2026-06-24T19:20:04+00:00,jordin canada,pra,Over,20.5,1.8
2026-06-24T19:20:04+00:00,jordin canada,pra,Under,20.5,1.91
2026-06-24T19:20:04+00:00,angel reese,pts,Over,13.5,1.83
2026-06-24T19:20:04+00:00,angel reese,pts,Under,13.5,1.87
2026-06-24T19:20:04+00:00,angel reese,pa,Over,16.5,1.83
2026-06-24T19:20:04+00:00,angel reese,pa,Under,16.5,1.83
2026-06-24T19:20:04+00:00,angel reese,ra,Over,14.5,1.91
2026-06-24T19:20:04+00:00,angel reese,ra,Under,14.5,1.8
2026-06-24T19:20:04+00:00,angel reese,ast,Over,2.5,1.604
2026-06-24T19:20:04+00:00,angel reese,ast,Under,2.5,2.023
2026-06-24T19:20:04+00:00,veronica burton,pts,Over,12.5,1.95
2026-06-24T19:20:04+00:00,veronica burton,pts,Under,12.5,1.75
2026-06-24T19:20:04+00:00,veronica burton,pa,Over,17.5,2.0
2026-06-24T19:20:04+00:00,veronica burton,pa,Under,17.5,1.73
2026-06-24T19:20:04+00:00,veronica burton,ra,Over,8.5,1.83
2026-06-24T19:20:04+00:00,veronica burton,ra,Under,8.5,1.83
2026-06-24T19:20:04+00:00,veronica burton,ast,Over,5.5,1.893
2026-06-24T19:20:04+00:00,veronica burton,ast,Under,5.5,1.697
2026-06-24T19:20:04+00:00,veronica burton,pra,Over,20.5,1.83
2026-06-24T19:20:04+00:00,veronica burton,pra,Under,20.5,1.83
2026-06-24T19:20:04+00:00,janelle salaun,pts,Over,12.5,1.75
2026-06-24T19:20:04+00:00,janelle salaun,pts,Under,12.5,1.95
2026-06-24T19:20:04+00:00,nazahrah hillmon-baker,pts,Over,8.5,1.9
2026-06-24T19:20:04+00:00,nazahrah hillmon-baker,pts,Under,8.5,1.8
2026-06-24T19:20:04+00:00,allisha gray,pr,Over,21.5,1.83
2026-06-24T19:20:04+00:00,allisha gray,pr,Under,21.5,1.83
2026-06-24T19:20:04+00:00,allisha gray,pra,Over,24.5,2.0
2026-06-24T19:20:04+00:00,allisha gray,pra,Under,24.5,1.73
2026-06-24T19:20:04+00:00,gabby williams,pr,Over,18.5,1.8
2026-06-24T19:20:04+00:00,gabby williams,pr,Under,18.5,1.91
2026-06-24T19:20:04+00:00,rhyne howard,pr,Over,22.5,2.0
2026-06-24T19:20:04+00:00,rhyne howard,pr,Under,22.5,1.73
2026-06-24T19:20:04+00:00,rhyne howard,pa,Over,21.5,1.73
2026-06-24T19:20:04+00:00,rhyne howard,pa,Under,21.5,2.0
2026-06-24T19:20:04+00:00,rhyne howard,ra,Over,7.5,1.83
2026-06-24T19:20:04+00:00,rhyne howard,ra,Under,7.5,1.83
2026-06-24T19:20:04+00:00,rhyne howard,ast,Over,3.5,1.707
2026-06-24T19:20:04+00:00,rhyne howard,ast,Under,3.5,1.883
2026-06-24T19:20:04+00:00,rhyne howard,pra,Over,25.5,1.8
2026-06-24T19:20:04+00:00,rhyne howard,pra,Under,25.5,2.0
2026-06-24T19:40:04+00:00,caitlin clark,pr,Over,26.5,1.91
2026-06-24T19:40:04+00:00,caitlin clark,pr,Under,26.5,1.8
2026-06-24T19:40:04+00:00,aliyah boston,ra,Over,12.5,2.1
2026-06-24T19:40:04+00:00,aliyah boston,ra,Under,12.5,1.67
2026-06-24T19:40:04+00:00,alyssa thomas,pr,Over,23.5,2.0
2026-06-24T19:40:04+00:00,alyssa thomas,pr,Under,23.5,1.73
2026-06-24T19:40:04+00:00,alyssa thomas,pa,Over,23.5,1.91
2026-06-24T19:40:04+00:00,alyssa thomas,pa,Under,23.5,1.8
2026-06-24T19:40:04+00:00,alyssa thomas,pra,Over,31.5,2.0
2026-06-24T19:40:04+00:00,alyssa thomas,pra,Under,31.5,1.73
2026-06-24T19:40:04+00:00,kahleah copper,pa,Over,21.5,1.73
2026-06-24T19:40:04+00:00,kahleah copper,pa,Under,21.5,2.0
2026-06-24T19:40:04+00:00,kelsey mitchell,pra,Over,24.5,1.73
2026-06-24T19:40:04+00:00,kelsey mitchell,pra,Under,24.5,2.0
2026-06-24T19:40:04+00:00,skylar diggins,pa,Over,20.5,1.8
2026-06-24T19:40:04+00:00,skylar diggins,pa,Under,20.5,1.91
2026-06-24T19:40:04+00:00,azura stevens,pa,Over,13.5,1.73
2026-06-24T19:40:04+00:00,azura stevens,pa,Under,13.5,2.0
2026-06-24T19:40:04+00:00,natasha cloud,pa,Under,13.5,1.73
2026-06-24T19:40:04+00:00,natasha cloud,pra,Over,16.5,1.83
2026-06-24T19:40:04+00:00,natasha cloud,pra,Under,16.5,1.83
2026-06-24T19:40:04+00:00,bridget carleton,pra,Under,18.5,1.83
2026-06-24T19:40:04+00:00,carla leite,ra,Over,8.5,1.83
2026-06-24T19:40:04+00:00,carla leite,ra,Under,8.5,1.83
2026-06-24T19:40:04+00:00,sarah ashlee barker,ra,Over,7.5,1.73
2026-06-24T19:40:04+00:00,sarah ashlee barker,ra,Under,7.5,2.0
2026-06-24T19:40:04+00:00,kamilla cardoso,pr,Over,21.5,1.73
2026-06-24T19:40:04+00:00,kamilla cardoso,pr,Under,21.5,2.0
2026-06-24T19:40:04+00:00,kamilla cardoso,pa,Under,16.5,1.73
2026-06-24T20:00:05+00:00,caitlin clark,ra,Over,13.5,2.0
2026-06-24T20:00:05+00:00,caitlin clark,ra,Under,13.5,1.73
2026-06-24T20:00:05+00:00,aliyah boston,pr,Over,24.5,1.83
2026-06-24T20:00:05+00:00,aliyah boston,pr,Under,24.5,1.83
2026-06-24T20:00:05+00:00,alexa held,pra,Over,14.5,2.0
2026-06-24T20:00:05+00:00,alexa held,pra,Under,14.5,1.73
2026-06-24T20:00:05+00:00,alyssa thomas,pa,Over,23.5,1.73
2026-06-24T20:00:05+00:00,alyssa thomas,pa,Under,23.5,2.0
2026-06-24T20:00:05+00:00,alyssa thomas,ra,Over,16.5,2.0
2026-06-24T20:00:05+00:00,alyssa thomas,ra,Under,16.5,1.73
2026-06-24T20:00:05+00:00,alyssa thomas,pra,Over,31.5,1.8
2026-06-24T20:00:05+00:00,alyssa thomas,pra,Under,31.5,1.91
2026-06-24T20:00:05+00:00,kahleah copper,pr,Over,23.5,1.8
2026-06-24T20:00:05+00:00,kahleah copper,pr,Under,23.5,1.91
2026-06-24T20:00:05+00:00,kahleah copper,pra,Over,25.5,1.83
2026-06-24T20:00:05+00:00,kahleah copper,pra,Under,25.5,1.83
2026-06-24T20:00:05+00:00,kelsey mitchell,pa,Over,23.5,2.0
2026-06-24T20:00:05+00:00,kelsey mitchell,pa,Under,23.5,1.73
2026-06-24T20:00:05+00:00,kelsey mitchell,pra,Over,24.5,1.8
2026-06-24T20:00:05+00:00,kelsey mitchell,pra,Under,24.5,1.91
2026-06-24T20:00:05+00:00,kayla mcbride,ra,Over,6.5,2.1
2026-06-24T20:00:05+00:00,kayla mcbride,ra,Under,6.5,1.67
2026-06-24T20:00:05+00:00,kayla mcbride,pra,Over,20.5,1.73
2026-06-24T20:00:05+00:00,kayla mcbride,pra,Under,20.5,2.0
2026-06-24T20:00:05+00:00,courtney williams,pa,Over,20.5,1.83
2026-06-24T20:00:05+00:00,courtney williams,pa,Under,20.5,1.83
2026-06-24T20:00:05+00:00,courtney williams,pra,Over,25.5,1.91
2026-06-24T20:00:05+00:00,courtney williams,pra,Under,25.5,1.8
2026-06-24T20:00:05+00:00,natasha howard,pa,Over,17.5,1.73
2026-06-24T20:00:05+00:00,natasha howard,pa,Under,17.5,2.0
2026-06-24T20:00:05+00:00,natasha howard,ra,Over,9.5,1.67
2026-06-24T20:00:05+00:00,natasha howard,ra,Under,9.5,2.1
2026-06-24T20:00:05+00:00,natasha howard,pra,Under,25.5,1.73
2026-06-24T20:00:05+00:00,sonia citron,pr,Over,19.5,2.0
2026-06-24T20:00:05+00:00,sonia citron,pr,Under,19.5,1.73
2026-06-24T20:00:05+00:00,shakira austin,pr,Over,19.5,1.83
2026-06-24T20:00:05+00:00,shakira austin,pr,Under,19.5,1.83
2026-06-24T20:00:05+00:00,nia coffey,pr,Over,14.5,1.91
2026-06-24T20:00:05+00:00,nia coffey,pr,Under,14.5,1.8
2026-06-24T20:00:05+00:00,kiki iriafen,ra,Over,9.5,2.0
2026-06-24T20:00:05+00:00,kiki iriafen,ra,Under,9.5,1.73
2026-06-24T20:00:05+00:00,kiki iriafen,pra,Over,23.5,1.8
2026-06-24T20:00:05+00:00,kiki iriafen,pra,Under,23.5,1.91
2026-06-24T20:00:05+00:00,cecilia zandalasini,pra,Under,12.5,1.83
2026-06-24T20:00:05+00:00,jordin canada,pr,Over,14.5,1.83
2026-06-24T20:00:05+00:00,jordin canada,pr,Under,14.5,1.83
2026-06-24T20:00:05+00:00,jordin canada,pa,Over,17.5,1.91
2026-06-24T20:00:05+00:00,jordin canada,ra,Over,10.5,2.1
2026-06-24T20:00:05+00:00,jordin canada,ra,Under,10.5,1.67
2026-06-24T20:00:05+00:00,jordin canada,pra,Over,21.5,2.0
2026-06-24T20:00:05+00:00,jordin canada,pra,Under,21.5,1.73
2026-06-24T20:00:05+00:00,angel reese,pr,Over,25.5,1.83
2026-06-24T20:00:05+00:00,angel reese,pr,Under,25.5,1.83
2026-06-24T20:00:05+00:00,angel reese,pa,Over,16.5,1.8
2026-06-24T20:00:05+00:00,angel reese,pa,Under,16.5,1.91
2026-06-24T20:00:05+00:00,allisha gray,pr,Over,21.5,1.8
2026-06-24T20:00:05+00:00,allisha gray,pr,Under,21.5,1.91
2026-06-24T20:00:05+00:00,gabby williams,pr,Over,18.5,1.73
2026-06-24T20:00:05+00:00,gabby williams,pr,Under,18.5,2.0
2026-06-24T20:00:05+00:00,rhyne howard,pa,Over,21.5,1.83
2026-06-24T20:00:05+00:00,rhyne howard,pa,Under,21.5,1.83
2026-06-24T20:00:05+00:00,rhyne howard,ra,Over,7.5,2.1
2026-06-24T20:00:05+00:00,rhyne howard,ra,Under,7.5,1.67
2026-06-24T20:00:05+00:00,rhyne howard,pra,Over,25.5,1.83
2026-06-24T20:00:05+00:00,rhyne howard,pra,Under,25.5,1.83
2026-06-24T20:06:55+00:00,courtney williams,pa,Over,20.5,1.91
2026-06-24T20:06:55+00:00,courtney williams,pa,Under,20.5,1.8
2026-06-24T20:06:55+00:00,shakira austin,pra,Over,22.5,1.91
2026-06-24T20:06:55+00:00,shakira austin,pra,Under,22.5,1.8
2026-06-24T20:06:55+00:00,olivia miles,ra,Over,9.5,1.67
2026-06-24T20:06:55+00:00,olivia miles,ra,Under,9.5,2.1
2026-06-24T20:06:55+00:00,olivia miles,pra,Over,28.5,1.8
2026-06-24T20:06:55+00:00,olivia miles,pra,Under,28.5,1.91
2026-06-24T20:06:55+00:00,kiki iriafen,pr,Over,22.5,2.0
2026-06-24T20:06:55+00:00,kiki iriafen,pr,Under,22.5,1.73
2026-06-24T20:06:55+00:00,kiki iriafen,ra,Over,9.5,1.91
2026-06-24T20:06:55+00:00,kiki iriafen,ra,Under,9.5,1.8
2026-06-24T20:06:55+00:00,kiki iriafen,pra,Over,23.5,1.73
2026-06-24T20:06:55+00:00,kiki iriafen,pra,Under,23.5,2.0
2026-06-24T20:06:55+00:00,aja wilson,pts,Over,25.5,1.83
2026-06-24T20:06:55+00:00,aja wilson,pts,Under,25.5,1.83
2026-06-24T20:06:55+00:00,aja wilson,pr,Over,35.5,1.91
2026-06-24T20:06:55+00:00,aja wilson,pr,Under,35.5,1.8
2026-06-24T20:06:55+00:00,aja wilson,pa,Over,28.5,1.73
2026-06-24T20:06:55+00:00,aja wilson,pa,Under,28.5,2.0
2026-06-24T20:06:55+00:00,aja wilson,ra,Over,12.5,1.73
2026-06-24T20:06:55+00:00,aja wilson,ra,Under,12.5,2.0
2026-06-24T20:06:55+00:00,aja wilson,reb,Over,9.5,1.83
2026-06-24T20:06:55+00:00,aja wilson,reb,Under,9.5,1.83
2026-06-24T20:06:55+00:00,aja wilson,ast,Over,3.5,2.25
2026-06-24T20:06:55+00:00,aja wilson,ast,Under,3.5,1.57
2026-06-24T20:06:55+00:00,chelsea gray,pts,Over,11.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,pts,Under,11.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,pr,Over,15.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,pr,Under,15.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,pa,Over,18.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,pa,Under,18.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,ra,Over,10.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,ra,Under,10.5,1.83
2026-06-24T20:06:55+00:00,chelsea gray,reb,Over,3.5,1.67
2026-06-24T20:06:55+00:00,chelsea gray,reb,Under,3.5,2.1
2026-06-24T20:06:55+00:00,chelsea gray,pra,Over,22.5,1.91
2026-06-24T20:06:55+00:00,chelsea gray,pra,Under,22.5,1.8
2026-06-24T20:06:55+00:00,arike ogunbowale,pts,Over,14.5,1.91
2026-06-24T20:06:55+00:00,arike ogunbowale,pts,Under,14.5,1.8
2026-06-24T20:06:55+00:00,arike ogunbowale,pr,Over,17.5,1.8
2026-06-24T20:06:55+00:00,arike ogunbowale,pr,Under,17.5,1.91
2026-06-24T20:06:55+00:00,arike ogunbowale,pa,Over,17.5,1.83
2026-06-24T20:06:55+00:00,arike ogunbowale,pa,Under,17.5,1.83
2026-06-24T20:06:55+00:00,arike ogunbowale,ra,Over,6.5,2.0
2026-06-24T20:06:55+00:00,arike ogunbowale,ra,Under,6.5,1.73
2026-06-24T20:06:55+00:00,arike ogunbowale,reb,Over,3.5,2.2
2026-06-24T20:06:55+00:00,arike ogunbowale,reb,Under,3.5,1.62
2026-06-24T20:06:55+00:00,arike ogunbowale,ast,Over,3.5,2.38
2026-06-24T20:06:55+00:00,arike ogunbowale,ast,Under,3.5,1.53
2026-06-24T20:06:55+00:00,arike ogunbowale,pra,Over,20.5,1.73
2026-06-24T20:06:55+00:00,arike ogunbowale,pra,Under,20.5,2.0
2026-06-24T20:06:55+00:00,jackie young,pts,Over,16.5,1.73
2026-06-24T20:06:55+00:00,jackie young,pts,Under,16.5,2.0
2026-06-24T20:06:55+00:00,jackie young,pr,Over,21.5,1.83
2026-06-24T20:06:55+00:00,jackie young,pr,Under,21.5,1.83
2026-06-24T20:06:55+00:00,jackie young,pa,Over,23.5,1.73
2026-06-24T20:06:55+00:00,jackie young,pa,Under,23.5,2.0
2026-06-24T20:06:55+00:00,jackie young,ra,Over,11.5,2.1
2026-06-24T20:06:55+00:00,jackie young,ra,Under,11.5,1.67
2026-06-24T20:06:55+00:00,jackie young,reb,Over,4.5,2.1
2026-06-24T20:06:55+00:00,jackie young,reb,Under,4.5,1.67
2026-06-24T20:06:55+00:00,jackie young,ast,Over,6.5,1.8
2026-06-24T20:06:55+00:00,jackie young,ast,Under,6.5,1.91
2026-06-24T20:06:55+00:00,jackie young,pra,Over,28.5,1.83
2026-06-24T20:06:55+00:00,jackie young,pra,Under,28.5,1.83
2026-06-24T20:06:55+00:00,azzi fudd,pts,Over,13.5,1.83
2026-06-24T20:06:55+00:00,azzi fudd,pts,Under,13.5,1.83
2026-06-24T20:06:55+00:00,jessica shepard,pts,Over,13.5,2.0
2026-06-24T20:06:55+00:00,jessica shepard,pts,Under,13.5,1.73
2026-06-24T20:06:55+00:00,jessica shepard,pa,Over,18.5,2.0
2026-06-24T20:06:55+00:00,jessica shepard,pa,Under,18.5,1.73
2026-06-24T20:06:55+00:00,jessica shepard,ra,Over,16.5,1.73
2026-06-24T20:06:55+00:00,jessica shepard,ra,Under,16.5,2.0
2026-06-24T20:06:55+00:00,jessica shepard,reb,Over,11.5,1.73
2026-06-24T20:06:55+00:00,jessica shepard,reb,Under,11.5,2.0
2026-06-24T20:06:55+00:00,jessica shepard,ast,Over,4.5,1.62
2026-06-24T20:06:55+00:00,jessica shepard,ast,Under,4.5,2.2
2026-06-24T20:06:55+00:00,jessica shepard,pra,Over,30.5,2.0
2026-06-24T20:06:55+00:00,jessica shepard,pra,Under,30.5,1.73
2026-06-24T20:06:55+00:00,nalyssa smith,pts,Over,10.5,1.73
2026-06-24T20:06:55+00:00,nalyssa smith,pts,Under,10.5,2.0
2026-06-24T20:06:55+00:00,nalyssa smith,pr,Over,17.5,2.0
2026-06-24T20:06:55+00:00,nalyssa smith,pr,Under,17.5,1.73
2026-06-24T20:06:55+00:00,nalyssa smith,reb,Over,5.5,1.67
2026-06-24T20:06:55+00:00,nalyssa smith,reb,Under,5.5,2.1
2026-06-24T20:06:55+00:00,paige bueckers,pts,Over,18.5,2.0
2026-06-24T20:06:55+00:00,paige bueckers,pts,Under,18.5,1.73
2026-06-24T20:06:55+00:00,paige bueckers,pr,Over,22.5,1.83
2026-06-24T20:06:55+00:00,paige bueckers,pr,Under,22.5,1.83
2026-06-24T20:06:55+00:00,paige bueckers,pa,Over,23.5,1.73
2026-06-24T20:06:55+00:00,paige bueckers,pa,Under,23.5,2.0
2026-06-24T20:06:55+00:00,paige bueckers,ra,Over,9.5,1.67
2026-06-24T20:06:55+00:00,paige bueckers,ra,Under,9.5,2.1
